locatie_id,watersysteemid,locatie_naam,locatie_code,locatie_omschrijving,rw_identificatie,PARAMETER_WAT_OMSCHRIJVING,TIJDSTIP_LAATSTE_METING,geometry
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ab4,Noordzee,"Oosterschelde, 14",oosterschelde.14,"Oosterschelde, 14",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(3.676908, 51.720117)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aaa,Noordzee,Brouwersdam Brouwershavense Gat 8,brouwersdam.brouwershavensegat.8,Brouwersdam Brouwershavense Gat 8,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(3.81472, 51.74644)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aa8,Noordzee,Brouwersdam Brouwershavense Gat 2,brouwersdam.brouwershavensegat.2,Brouwersdam Brouwershavense Gat 2,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(3.621747, 51.766527)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aa5,Noordzee,"Oosterschelde, 14",oosterschelde.14,"Oosterschelde, 14",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:22:00Z,"c(3.676908, 51.720117)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aa4,Noordzee,"Oosterschelde, 11",oosterschelde.11,"Oosterschelde, 11",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:16:00Z,"c(3.480331, 51.64329)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a9e,Noordzee,Europlatform,europlatform,Europlatform,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T08:30:00Z,"c(3.275071, 51.99781)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a9d,Noordzee,"Haringvliet, punt 10",haringvliet.10,"Haringvliet, punt 10",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T08:50:00Z,"c(3.860561, 51.862779)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a9b,Noordzee,Scheveningen,scheveningen,Scheveningen,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T09:35:00Z,"c(4.263563, 52.099035)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a9a,Noordzee,"Oosterschelde, 4",oosterschelde.4,voorheen Schaar,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:22:00Z,"c(3.69342, 51.65514)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a99,Noordzee,K13a platform,k13a,K13a platform,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-05-15T09:40:00Z,"c(3.218922, 53.217016)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a94,Noordzee,"Terschelling, Noordzee",terschelling.noordzee,"Terschelling, Noordzee",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T08:52:00Z,"c(5.333033, 53.442486)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a93,Noordzee,Brouwersdam Brouwershavense Gat 8,brouwersdam.brouwershavensegat.8,Brouwersdam Brouwershavense Gat 8,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T08:50:00Z,"c(3.81472, 51.74644)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a92,Noordzee,"Oosterschelde, 4",oosterschelde.4,voorheen Schaar,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T08:50:00Z,"c(3.69342, 51.65514)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a91,Noordzee,Vlakte van de Raan,vlaktevanderaan,Vlakte van de Raan,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:01:00Z,"c(3.242164, 51.503721)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a8e,Noordzee,Oosterschelde Roompotsluis buiten,oosterschelde.roompotsluis.buiten,Oosterschelde Roompotsluis buiten,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-08-31T19:50:00Z,"c(3.68, 51.619)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a8a,Noordzee,"Goeree, lichteiland",goeree.lichteiland,"Goeree, lichteiland",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:34:00Z,"c(3.668416, 51.925034)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a85,Noordzee,"Oosterschelde, 14",oosterschelde.14,"Oosterschelde, 14",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T08:45:00Z,"c(3.676908, 51.720117)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a83,Noordzee,Brouwersdam Brouwershavense Gat 2,brouwersdam.brouwershavensegat.2,Brouwersdam Brouwershavense Gat 2,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T02:21:00Z,"c(3.621747, 51.766527)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a7a,Noordzee,"Oosterschelde, 14",oosterschelde.14,"Oosterschelde, 14",Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(3.676908, 51.720117)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a6e,Noordzee,Borssele Windpark Alpha platform,borsselealpha,Borssele Windpark Alpha platform,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T01:50:00Z,"c(3.056707, 51.699921)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a6c,Noordzee,Europlatform,europlatform,Europlatform,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T15:10:00Z,"c(3.275071, 51.99781)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a64,Noordzee,Vlakte van de Raan,vlaktevanderaan,Vlakte van de Raan,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(3.242164, 51.503721)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a5f,Noordzee,"Cadzand, 1",cadzand.1,voorheen punt 02,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-01-01T23:50:00Z,"c(3.368697, 51.390145)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a5c,Noordzee,Oosterschelde Roompotsluis buiten,oosterschelde.roompotsluis.buiten,Oosterschelde Roompotsluis buiten,Noordzee,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.68, 51.619)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c60,Noordzeekanaal,Buitenhuizen,buitenhuizen,kilometer 10,Noordzeekanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.722711, 52.433277)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bf6,Noordzeekanaal,"IJmuiden, noordersluis, oost",ijmuiden.noordersluis.oost,"IJmuiden, noordersluis, oost",Noordzeekanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.614, 52.4672)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b9d,Noordzeekanaal,Buitenhuizen,buitenhuizen,kilometer 10,Noordzeekanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.722711, 52.433277)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b97,Noordzeekanaal,"IJmuiden, noordersluis, oost",ijmuiden.noordersluis.oost,"IJmuiden, noordersluis, oost",Noordzeekanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.614, 52.4672)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a6d,Noordzeekanaal,Velsen Zuid Velsertunnel,velsenzuid.velsertunnel,Velsen Zuid Velsertunnel,Noordzeekanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.655179, 52.461534)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d09,Oosterschelde,"Tholen, Bergse Diepsluis, buiten",tholen.bergsediepsluis.buiten,west,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.165743, 51.511335)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cff,Oosterschelde,Yerseke,yerseke,Yerseke,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.07513, 51.506154)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cfd,Oosterschelde,Stavenisse,stavenisse,Stavenisse,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.004, 51.598)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cfb,Oosterschelde,Marollegat,marollegat,Marollegat,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.191958, 51.479747)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cee,Oosterschelde,Oosterschelde Roompotsluis binnen,oosterschelde.roompotsluis.binnen,Oosterschelde Roompotsluis binnen,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-06-19T11:00:00Z,"c(3.688, 51.618)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ced,Oosterschelde,Sint Annaland haven,sintannaland.oosterschelde,Sint Annaland haven,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.1096, 51.6036)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c40,Oosterschelde,"Bruinisse Krammersluis, Oosterschelde",bruinisse.krammersluis.oosterschelde.2,vh west,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.14228, 51.65922)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bea,Oosterschelde,Yerseke,yerseke,Yerseke,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-06T00:50:00Z,"c(4.07513, 51.506154)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5be1,Oosterschelde,"Tholen, Bergse Diepsluis, buiten",tholen.bergsediepsluis.buiten,west,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.165743, 51.511335)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bdf,Oosterschelde,Krammersluizen west,krammersluizen.west,Krammersluizen west,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.14426368, 51.65934474)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bdd,Oosterschelde,Stavenisse,stavenisse,Stavenisse,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.004, 51.598)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bd7,Oosterschelde,Oosterschelde Roompotsluis binnen,oosterschelde.roompotsluis.binnen,Oosterschelde Roompotsluis binnen,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(3.688, 51.618)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b59,Oosterschelde,Marollegat,marollegat,Marollegat,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T10:10:00Z,"c(4.191958, 51.479747)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5afc,Oosterschelde,"Sint Annaland, Haven Steiger",sintannaland.havensteiger,"Sint Annaland, Haven Steiger",Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.109586, 51.603596)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5add,Oosterschelde,Marollegat,marollegat,Marollegat,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T23:50:00Z,"c(4.191958, 51.479747)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aca,Oosterschelde,"Sint Annaland, Haven Steiger",sintannaland.havensteiger,"Sint Annaland, Haven Steiger",Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T00:50:00Z,"c(4.109586, 51.603596)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ab9,Oosterschelde,Yerseke,yerseke,Yerseke,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.07513, 51.506154)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ab8,Oosterschelde,Marollegat,marollegat,Marollegat,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.191958, 51.479747)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aac,Oosterschelde,Yerseke,yerseke,Yerseke,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(4.07513, 51.506154)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aa9,Oosterschelde,Marollegat,marollegat,Marollegat,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(4.191958, 51.479747)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5aa2,Oosterschelde,Yerseke,yerseke,Yerseke,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T10:10:00Z,"c(4.07513, 51.506154)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a9c,Oosterschelde,"Sint Annaland, Haven Steiger",sintannaland.havensteiger,"Sint Annaland, Haven Steiger",Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-10-01T10:05:00Z,"c(4.109586, 51.603596)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a75,Oosterschelde,"Sint Annaland, Haven Steiger",sintannaland.havensteiger,"Sint Annaland, Haven Steiger",Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(4.109586, 51.603596)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5a5a,Oosterschelde,Oosterschelde Roompotsluis binnen,oosterschelde.roompotsluis.binnen,Oosterschelde Roompotsluis binnen,Oosterschelde,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(3.688, 51.618)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cec,Oude Maas,"Spijkenisse, Oude Maas",spijkenisse.oudemaas,inlaat voedingskanaal,Oude Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.333954, 51.861661)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cad,Oude Maas,"Heinenoord, Goidschalxoord",heinenoord.goidschalxoord,"Heinenoord, Goidschalxoord",Oude Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.451622, 51.830298)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bbe,Oude Maas,"Spijkenisse, Oude Maas",spijkenisse.oudemaas,inlaat voedingskanaal,Oude Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.333954, 51.861661)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bb2,Oude Maas,"Heinenoord, Goidschalxoord",heinenoord.goidschalxoord,"Heinenoord, Goidschalxoord",Oude Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(4.451622, 51.830298)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b7a,Oude Maas,"Heinenoord, Goidschalxoord",heinenoord.goidschalxoord,"Heinenoord, Goidschalxoord",Oude Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T01:06:00Z,"c(4.451622, 51.830298)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b50,Oude Maas,"Spijkenisse, Oude Maas",spijkenisse.oudemaas,inlaat voedingskanaal,Oude Maas,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-01-01T00:30:00Z,"c(4.333954, 51.861661)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c50,Pannerdensch Kanaal,"Pannerden, regelwerk, beneden",pannerden.regelwerk.beneden,"Pannerden, regelwerk, beneden",Pannerdensch Kanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.029691, 51.888635)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c10,Pannerdensch Kanaal,"Pannerden, regelwerk, boven",pannerden.regelwerk.boven,"Pannerden, regelwerk, boven",Pannerdensch Kanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(6.030013, 51.888013)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b87,Pannerdensch Kanaal,"Pannerden, regelwerk, beneden",pannerden.regelwerk.beneden,"Pannerden, regelwerk, beneden",Pannerdensch Kanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.029691, 51.888635)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b86,Pannerdensch Kanaal,"Pannerden, regelwerk, boven",pannerden.regelwerk.boven,"Pannerden, regelwerk, boven",Pannerdensch Kanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(6.030013, 51.888013)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c07,Prinses Margrietkanaal,Terherne boven,terherne.boven,Terherne boven,Prinses Margrietkanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:00:00Z,"c(5.7706, 53.04488)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c05,Prinses Margrietkanaal,Terherne beneden,terherne.beneden,Terherne beneden,Prinses Margrietkanaal,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:00:00Z,"c(5.76625, 53.04323)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cbd,Randmeren,Dronten Reevesluis noord,dronten.reevesluis.vossemeer,Dronten Reevesluis noord,Randmeren,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.8575, 52.5198)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cbc,Randmeren,Dronten Reevesluis zuid,dronten.reevesluis.drontermeer,Dronten Reevesluis zuid,Randmeren,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.8575, 52.5181)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cb5,Randmeren,"Nijkerk, Nuldernauw",nijkerk.nuldernauw,"Nijkerk, Nuldernauw",Randmeren,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.475311, 52.262814)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c89,Randmeren,Elburg Elburgerbrug,elburg.elburgerbrug,Elburg Elburgerbrug,Randmeren,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.817102, 52.457466)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c5e,Randmeren,"Nijkerk, Nijkerkernauw",nijkerk.nijkerkernauw,"Nijkerk, Nijkerkernauw",Randmeren,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.470182, 52.261739)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5bde,Randmeren,"Nijkerk, Nijkerkernauw",nijkerk.nijkerkernauw,"Nijkerk, Nijkerkernauw",Randmeren,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.470182, 52.261739)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b8a,Randmeren,"Nijkerk, Nuldernauw",nijkerk.nuldernauw,"Nijkerk, Nuldernauw",Randmeren,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.475311, 52.262814)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5b89,Randmeren,Elburg Elburgerbrug,elburg.elburgerbrug,Elburg Elburgerbrug,Randmeren,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.817102, 52.457466)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ac0,Randmeren,Dronten Reevesluis zuid,dronten.reevesluis.drontermeer,Dronten Reevesluis zuid,Randmeren,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.8575, 52.5181)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5abf,Randmeren,Dronten Reevesluis noord,dronten.reevesluis.vossemeer,Dronten Reevesluis noord,Randmeren,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2025-11-27T00:50:00Z,"c(5.8575, 52.5198)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ca0,Reevediep,Kampen Scheeresluis beneden,kampen.scheeresluis.beneden,Kampen Scheeresluis beneden,Reevediep,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:10:00Z,"c(5.94723, 52.5308)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ce4,Schelde-Rijnverbinding,"Rilland, Antwerps kanaalpand",rilland.antwerpskanaalpand,linker oever km 1042,Schelde-Rijnverbinding,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.237887, 51.405709)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cc1,Schelde-Rijnverbinding,Nieuw-Vossemeer,nieuwvossemeer,Nieuw-Vossemeer,Schelde-Rijnverbinding,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(4.201577, 51.584608)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5c9a,Schelde-Rijnverbinding,"Rilland, Bathse Spuikanaal, inloop",rilland.bathsespuikanaal.inloop,"Rilland, Bathse Spuikanaal, inloop",Schelde-Rijnverbinding,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-16T00:30:00Z,"c(4.22577, 51.46291)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ad2,Schelde-Rijnverbinding,"Rilland, Bathse Spuikanaal, inloop",rilland.bathsespuikanaal.inloop,"Rilland, Bathse Spuikanaal, inloop",Schelde-Rijnverbinding,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(4.22577, 51.46291)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5acd,Schelde-Rijnverbinding,"Rilland, Antwerps kanaalpand",rilland.antwerpskanaalpand,linker oever km 1042,Schelde-Rijnverbinding,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(4.237887, 51.405709)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5ac9,Schelde-Rijnverbinding,Nieuw-Vossemeer,nieuwvossemeer,Nieuw-Vossemeer,Schelde-Rijnverbinding,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-04-01T00:50:00Z,"c(4.201577, 51.584608)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d21,Markermeer,Edam,edam,Edam,Markermeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.06988, 52.516051)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d20,Markermeer,"Almere, Hollandse brug",almere.hollandsebrug,"Almere, Hollandse brug",Markermeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.1376, 52.3265)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5d17,Markermeer,Markermeer Trintelzand,markermeer.trintelzand,Markermeer Trintelzand,Markermeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.37297, 52.62412)"
locatiesmetlaatstewaarneming.fid-25e367c2_19f8584639c_-5cd1,Markermeer,"Markermeer, midden",markermeer.midden,"Markermeer, midden",Markermeer,Waterhoogte in Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm,2026-07-21T18:20:00Z,"c(5.23124, 52.5317)"
